,Area,BHK,Bathroom,Locality,Price,Per_Sqft
773,1500.0,2,2.0,other,24700000,16466.0
774,976.0,2,2.0,other,24900000,25512.0
775,540.0,2,1.0,other,3600000,25512.0
776,450.0,1,1.0,other,1700000,25512.0
777,979.5149,2,2.0,other,24800000,30000.0
778,945.0,2,2.0,other,24900000,30000.0
779,976.0,2,2.0,other,24900000,30000.0
780,1531.0,2,2.0,other,25900000,16917.0
781,900.0,3,2.0,other,5500000,16917.0
782,1512.0,2,2.0,other,30000000,19841.0
783,35.0,3,2.0,other,4950000,19841.0
784,750.0,2,2.0,other,3800000,10320.0
786,588.0,2,2.0,other,1800000,10320.0
792,530.0,4,1.0,other,6800000,14776.0
793,1332.0,3,2.0,other,6540000,14776.0
794,1500.0,3,3.0,other,16000000,14092.0
795,1280.0,3,3.0,other,15000000,14092.0
796,675.0,2,2.0,other,10000000,14815.0
797,576.0,2,2.0,other,5000000,14815.0
798,1206.0,3,3.0,other,20000000,16584.0
799,720.0,2,1.0,other,7000000,9722.0
800,468.0,2,2.0,other,4100000,8761.0
802,950.0,2,2.0,other,12500000,8761.0
805,900.0,2,2.0,other,6700000,12151.0
813,1550.0,3,2.0,other,19500000,10838.0
814,702.0,3,2.0,other,14200000,10838.0
815,1138.0,2,2.0,other,13500000,10838.0
816,600.0,1,1.0,other,7000000,10556.0
817,1250.0,3,3.0,other,5800000,10556.0
818,600.0,3,2.0,other,8000000,10556.0
819,1100.0,3,2.0,other,6000000,10556.0
820,450.0,1,1.0,other,2200000,10556.0
821,855.0,3,2.0,other,6500000,10556.0
822,650.0,2,2.0,other,3800000,15882.0
823,2572.0,3,3.0,other,35000000,13608.0
824,2100.0,3,3.0,other,25000000,11905.0
825,1620.0,3,3.0,other,29000000,11905.0
826,2500.0,4,4.0,other,80000000,11905.0
827,2250.0,3,3.0,other,20500000,11905.0
828,2445.0,4,4.0,other,52500000,11905.0
829,2250.0,4,4.0,other,37500000,11905.0
830,800.0,2,2.0,other,7500000,11905.0
831,1450.0,3,3.0,other,32500000,11905.0
832,1440.0,3,3.0,other,24500000,11905.0
834,1800.0,3,3.0,other,27500000,11905.0
836,195.0,3,3.0,other,28000000,11905.0
837,807.2925,2,1.0,other,8000000,9909.0
839,1000.0,2,2.0,other,7800000,7800.0
840,900.0,2,2.0,other,15000000,16667.0
841,1800.0,3,3.0,other,27500000,15278.0
842,17010.0,3,3.0,other,25000000,15278.0
843,2340.0,4,4.0,other,26000000,15278.0
844,1350.0,3,3.0,other,23500000,15278.0
845,464.0,3,1.0,other,4200000,15278.0
846,954.0,2,2.0,other,10000000,15278.0
847,1155.0,2,2.0,other,18500000,15278.0
848,1600.0,3,3.0,other,20000000,12500.0
849,1400.0,3,3.0,other,18000000,12500.0
850,2700.0,4,4.0,other,36500000,12500.0
851,1500.0,3,3.0,other,21000000,12500.0
852,1300.0,3,3.0,other,19000000,12500.0
853,1150.0,2,2.0,other,16500000,12500.0
854,1400.0,2,2.0,other,16500000,12500.0
855,1300.0,2,2.0,other,15000000,11538.0
856,1200.0,2,2.0,other,14300000,11538.0
857,1300.0,3,2.0,other,18500000,11538.0
858,1400.0,3,3.0,other,19000000,11538.0
859,800.0,2,2.0,other,8000000,10000.0
860,1150.0,2,3.0,other,16100000,10000.0
863,1050.0,2,2.0,other,9000000,10000.0
864,1000.0,2,2.0,other,18000000,18000.0
865,1550.0,3,3.0,other,27500000,18000.0
866,1300.0,3,2.0,other,13500000,18000.0
867,810.0,2,2.0,other,14000000,18000.0
868,900.0,2,2.0,other,9000000,18000.0
869,1200.0,2,2.0,other,16000000,18000.0
870,1000.0,2,3.0,other,11000000,18000.0
871,720.0,2,2.0,other,5500000,18000.0
872,1800.0,3,3.0,other,43500000,24166.0
873,6000.0,5,5.0,other,180000000,30000.0
874,1800.0,4,4.0,other,80000000,30000.0
875,2000.0,3,3.0,other,37500000,30000.0
876,2066.0,4,4.0,other,60000000,30000.0
877,2050.0,3,3.0,other,71000000,30000.0
878,1100.0,3,3.0,other,18500000,30000.0
879,4500.0,4,4.0,other,70000000,30000.0
880,3600.0,4,4.0,other,65000000,18055.0
881,1200.0,2,2.0,other,27500000,18055.0
882,1500.0,3,4.0,other,45000000,18055.0
883,2250.0,4,4.0,other,100000000,18055.0
884,1800.0,3,4.0,other,47000000,18055.0
885,1600.0,3,4.0,other,27500000,18055.0
886,2800.0,4,5.0,other,70000000,25000.0
887,1700.0,3,3.0,other,36500000,25000.0
888,2400.0,4,5.0,other,65000000,25000.0
889,1980.0,3,4.0,other,35000000,17677.0
890,2100.0,4,5.0,other,56000000,17677.0
891,5400.0,4,4.0,other,110000000,17677.0
892,1250.0,3,3.0,other,24000000,17677.0
893,2300.0,4,4.0,other,102500000,17677.0
894,1200.0,3,3.0,other,22200000,18333.0
895,2430.0,4,4.0,other,30000000,18333.0
897,1800.0,3,3.0,other,26000000,12916.0
898,990.0,2,2.0,other,11500000,12916.0
